
. cap set processors 2

. cap set processors 4

. cap set processors 8

. 
. import excel "$path_base/merged/$filename.xlsx", sheet("Sheet1") firstrow clear
(2,203 vars, 2,000 obs)

. 
. gen defendant_age_llm=label_value

. destring defendant_age_llm,force replace
defendant_age_llm: all characters numeric; replaced as byte

. gen lgage_llm=log(defendant_age_llm)

. 
. gen treated=0

. *replace treated=1 if label_value=="$keyword"
. replace treated=lgage_llm
(2,000 real changes made)

. 
. destring llm_刑期, replace 
llm_刑期 already numeric; no replace

. gen lgxq_llm=log(llm_刑期+1)

. gen llm_刑期_full=llm_刑期

. gen fajin=0

. replace fajin = 1 if strpos(llm_刑罚类型, "罚金") > 0
(3 real changes made)

. replace llm_刑期_full=300 if llm_刑罚类型=="无期徒刑"
(2 real changes made)

. replace llm_刑期_full=400 if llm_刑罚类型=="死刑缓期执行"
(0 real changes made)

. replace llm_刑期_full=600 if llm_刑罚类型=="死刑立即执行"
(0 real changes made)

. replace llm_刑期_full=600 if llm_刑罚类型=="死刑" //折算方式 参考白建军：量刑基
> 准实证研究（[1]白建军.(2008).量刑基准实证研究. 法学研究(01),97-105. doi:CNKI:SU
> N:LAWS.0.2008-01-011.）
(0 real changes made)

. replace llm_刑期_full=0 if fajin==1
(3 real changes made)

. replace llm_刑期_full=llm_刑期/2 if llm_刑罚类型=="管制" //拘役一天算一天，不用
> 改，管制一天算半天，参考我国关于已羁押时长折抵刑期的规定
(0 real changes made)

. gen lgxq_llm_full=log(llm_刑期_full+1)

. 
. reg lgxq_llm treated i.ID if llm_刑罚类型=="有期徒刑" & llm_刑期<=600  ,vce(clu
> ster ID) //*+

Linear regression                               Number of obs     =      1,926
                                                F(0, 963)         =          .
                                                Prob > F          =          .
                                                R-squared         =     0.9801
                                                Root MSE          =      .2115

                                   (Std. err. adjusted for 964 clusters in ID)
------------------------------------------------------------------------------
             |               Robust
         98  |  -1.084757   .0023261  -466.33   0.000    -1.089322   -1.080192
         99  |  -1.760649    .003133  -561.98   0.000    -1.766798   -1.754501
        100  |  -1.765062   .0004486 -3934.52   0.000    -1.765943   -1.764182
        101  |  -1.984232   .0037423  -530.22   0.000    -1.991576   -1.976888
        102  |  -2.628201    .004339  -605.72   0.000    -2.636716   -2.619686
        103  |  -1.986213   .0053503  -371.24   0.000    -1.996713   -1.975714
        104  |  -1.982355   .0022187  -893.49   0.000    -1.986709   -1.978001
        105  |  -1.973415    .005037  -391.79   0.000    -1.983299    -1.96353
        106  |   .5143437   .0046506   110.60   0.000     .5052172    .5234702
        107  |   .5086042   7.60e-06  6.7e+04   0.000     .5085893    .5086191
        108  |   .5103023   .0013706   372.33   0.000     .5076127    .5129919
        109  |  -1.766859   .0019071  -926.48   0.000    -1.770602   -1.763117
        110  |  -2.625776   .0063071  -416.32   0.000    -2.638154   -2.613399
        111  |  -2.635554   .0016282 -1618.73   0.000    -2.638749   -2.632358
        112  |  -.0053929   .0043769    -1.23   0.218    -.0139824    .0031965
        113  |  -1.975079   .0036866  -535.75   0.000    -1.982313   -1.967844
        114  |  -.0056717   .0046032    -1.23   0.218    -.0147051    .0033617
        115  |   .0002646   .0002148     1.23   0.218    -.0001568    .0006861
        116  |  -1.584464   .0025278  -626.81   0.000    -1.589425   -1.579504
        117  |  -.0023497   .0019071    -1.23   0.218    -.0060922    .0013927
        118  |  -.0033386   .0027096    -1.23   0.218     -.008656    .0019788
        119  |   .5130073    .003566   143.86   0.000     .5060093    .5200052
        120  |  -.7472467   .0069789  -107.07   0.000    -.7609423   -.7335511
        121  |   .0084077   .0068237     1.23   0.218    -.0049834    .0217987
        122  |   .5098707   .0010203   499.72   0.000     .5078684    .5118731
        123  |   .5125935   .0032301   158.69   0.000     .5062546    .5189324
        125  |   .0063588   .0051608     1.23   0.218     -.003769    .0164865
        126  |  -.0018565   .0015068    -1.23   0.218    -.0048135    .0011004
        127  |  -2.631973   .0012779 -2059.58   0.000    -2.634481   -2.629465
        128  |  -1.756693   .0063442  -276.90   0.000    -1.769143   -1.744243
        129  |   .0063588   .0051608     1.23   0.218     -.003769    .0164865
        130  |  -1.975289    .003516  -561.80   0.000    -1.982189   -1.968389
        131  |  -1.771287   .0055007  -322.01   0.000    -1.782082   -1.760493
        132  |  -2.632158   .0011277 -2334.04   0.000    -2.634371   -2.629945
        133  |  -.0013649   .0011078    -1.23   0.218    -.0035388     .000809
        134  |  -1.079898   .0062701  -172.23   0.000    -1.092202   -1.067593
        135  |  -.0013649   .0011078    -1.23   0.218    -.0035388     .000809
        136  |  -1.973401   .0050482  -390.91   0.000    -1.983308   -1.963494
        137  |   .0060141   .0048811     1.23   0.218    -.0035647    .0155928
        138  |   .5064184   .0017816   284.24   0.000     .5029221    .5099147
        139  |   -1.98062    .000811 -2442.26   0.000    -1.982212   -1.979029
        140  |  -1.580214   .0059777  -264.35   0.000    -1.591945   -1.568483
        142  |  -1.973783   .0047379  -416.59   0.000    -1.983081   -1.964485
        144  |   -1.97329   .0051382  -384.04   0.000    -1.983373   -1.963207
        145  |  -1.765332   .0006672 -2645.72   0.000    -1.766641   -1.764022
        146  |   .0090046   .0073082     1.23   0.218    -.0053372    .0233465
        147  |   .5112571   .0021455   238.30   0.000     .5070467    .5154674
        148  |   .0037888    .003075     1.23   0.218    -.0022457    .0098233
        149  |  -2.641296   .0062887  -420.01   0.000    -2.653637   -2.628955
        150  |  -1.979992   .0003008 -6582.73   0.000    -1.980582   -1.979401
        151  |  -1.759967   .0036866  -477.40   0.000    -1.767202   -1.752733
        152  |  -.0024707   .0020052    -1.23   0.218    -.0064059    .0014644
        153  |   .0051252   .0041597     1.23   0.218    -.0030378    .0132883
        154  |    .004149   .0033674     1.23   0.218    -.0024592    .0107572
        155  |  -1.984441   .0039123  -507.23   0.000    -1.992119   -1.976764
        156  |  -1.985293   .0046032  -431.29   0.000    -1.994326   -1.976259
        157  |   .0018984   .0015407     1.23   0.218    -.0011252    .0049219
        158  |   .0010857   .0008812     1.23   0.218    -.0006435     .002815
        159  |  -1.770455   .0048255  -366.89   0.000    -1.779925   -1.760986
        160  |   .0070131   .0056918     1.23   0.218    -.0041568    .0181829
        161  |   .2800851   .0050442    55.53   0.000     .2701863     .289984
        163  |  -1.087985   .0002933 -3708.85   0.000     -1.08856   -1.087409
        164  |  -1.973234   .0051835  -380.68   0.000    -1.983406   -1.963062
        165  |  -1.985187   .0045175  -439.45   0.000    -1.994052   -1.976322
        166  |   .0060004     .00487     1.23   0.218    -.0035566    .0155574
        167  |  -1.969118   .0085241  -231.01   0.000    -1.985846    -1.95239
        168  |    .009421   .0076461     1.23   0.218     -.005584     .024426
        169  |   .0028549    .002317     1.23   0.218    -.0016921    .0074019
        170  |  -.8832541    .000811 -1089.12   0.000    -.8848456   -.8816626
        171  |  -1.424009   .0016698  -852.79   0.000    -1.427286   -1.420732
        172  |  -1.973262   .0051608  -382.36   0.000     -1.98339   -1.963134
        173  |  -.0030777   .0024979    -1.23   0.218    -.0079796    .0018242
        174  |   .0037651   .0030558     1.23   0.218    -.0022316    .0097618
        175  |  -1.768577   .0033013  -535.73   0.000    -1.775056   -1.762099
        176  |  -1.978149   .0011943 -1656.38   0.000    -1.980493   -1.975806
        177  |   .0009459   .0007677     1.23   0.218    -.0005607    .0024525
        178  |  -2.639034   .0044528  -592.67   0.000    -2.647772   -2.630296
        179  |   .0002551    .000207     1.23   0.218    -.0001512    .0006614
        180  |  -.8320881   .0024664  -337.36   0.000    -.8369283   -.8272479
        181  |  -2.447308   .0028448  -860.28   0.000    -2.452891   -2.441725
        182  |  -1.982543   .0023717  -835.92   0.000    -1.987197   -1.977889
        183  |  -1.767338   .0022954  -769.95   0.000    -1.771842   -1.762833
        184  |  -1.972651   .0056565  -348.74   0.000    -1.983752   -1.961551
        185  |   .5048248    .003075   164.17   0.000     .4987903    .5108593
        186  |  -.3985085   .0034068  -116.97   0.000    -.4051942   -.3918228
        187  |   .5100031   .0011277   452.24   0.000       .50779    .5122162
        188  |   .0047175   .0038288     1.23   0.218    -.0027962    .0122312
        189  |  -1.765008   .0004044 -4364.13   0.000    -1.765802   -1.764214
        190  |  -1.987639   .0065073  -305.45   0.000    -2.000409   -1.974869
        191  |  -1.761486   .0024541  -717.77   0.000    -1.766302    -1.75667
        192  |   -1.97227   .0059657  -330.60   0.000    -1.983978   -1.960563
        193  |   1.197388   .0021994   544.42   0.000     1.193072    1.201704
        194  |  -.0033614   .0027281    -1.23   0.218    -.0087151    .0019924
        196  |  -1.983365   .0030389  -652.65   0.000    -1.989329   -1.977402
        197  |   .0066684   .0054121     1.23   0.218    -.0039525    .0172892
        198  |     -1.977   .0021275  -929.25   0.000    -1.981175   -1.972824
        199  |  -1.978675   .0007677 -2577.33   0.000    -1.980182   -1.977168
        200  |   .0035765   .0029027     1.23   0.218    -.0021199    .0092729
        201  |  -1.987976   .0067812  -293.16   0.000    -2.001284   -1.974669
        202  |   .0030238   .0024541     1.23   0.218    -.0017923    .0078398
        203  |   .5118195   .0026019   196.71   0.000     .5067134    .5169256
        204  |   .5095595   .0007677   663.73   0.000     .5080529    .5110661
        205  |   .0010857   .0008812     1.23   0.218    -.0006435     .002815
        206  |  -1.973998   .0045639  -432.53   0.000    -1.982954   -1.965041
        207  |  -1.974878   .0038492  -513.06   0.000    -1.982432   -1.967324
        208  |  -1.977327   .0018615 -1062.22   0.000     -1.98098   -1.973674
        209  |   .5140911   .0044456   115.64   0.000      .505367    .5228153
        210  |    -1.9702   .0076461  -257.67   0.000    -1.985205   -1.955195
        212  |  -1.979489   .0001069 -1.9e+04   0.000    -1.979699   -1.979279
        213  |   .5080608   .0004486  1132.53   0.000     .5071805    .5089412
        214  |  -1.981072   .0011774 -1682.53   0.000    -1.983382   -1.978761
        217  |  -.0077485   .0062887    -1.23   0.218    -.0200896    .0045927
        218  |  -1.979337   .0002302 -8596.82   0.000    -1.979789   -1.978885
        219  |  -1.763643   .0007033 -2507.59   0.000    -1.765023   -1.762263
        220  |  -.0043416   .0035236    -1.23   0.218    -.0112564    .0025733
        221  |    .006711   .0054467     1.23   0.218    -.0039778    .0173998
        222  |   .5017626   .0055603    90.24   0.000     .4908508    .5126743
        223  |   .5108748   .0018352   278.38   0.000     .5072733    .5144762
        224  |   .0084077   .0068237     1.23   0.218    -.0049834    .0217987
        225  |   .0029673   .0024083     1.23   0.218    -.0017588    .0076933
        226  |  -2.252992   .0008649 -2604.86   0.000     -2.25469   -2.251295
        227  |    .000094   .0000763     1.23   0.218    -.0000557    .0002437
        228  |   .5042863    .003512   143.59   0.000     .4973943    .5111784
        229  |  -.0046109   .0037423    -1.23   0.218    -.0119549     .002733
        230  |   .0056233   .0045639     1.23   0.218     -.003333    .0145796
        231  |  -.9926387   .0022954  -432.45   0.000    -.9971433   -.9881341
        232  |  -.9921278   .0018808  -527.52   0.000    -.9958187   -.9884369
        233  |  -1.772258   .0062887  -281.82   0.000    -1.784599   -1.759917
        234  |   .0077255   .0062701     1.23   0.218    -.0045791    .0200301
        235  |  -1.092527   .0039797  -274.52   0.000    -1.100337   -1.084717
        236  |   .2531673   .0009248   273.74   0.000     .2513523    .2549822
        237  |   -.003201   .0025979    -1.23   0.218    -.0082992    .0018973
        238  |   .0045423   .0036866     1.23   0.218    -.0026923     .011777
        239  |  -.0000468    .000038    -1.23   0.218    -.0001213    .0000277
        240  |  -.0029222   .0023717    -1.23   0.218    -.0075765    .0017321
        241  |   .0047427   .0038492     1.23   0.218    -.0028111    .0122965
        242  |  -1.973234   .0051835  -380.68   0.000    -1.983406   -1.963062
        243  |  -.4033131   .0004926  -818.70   0.000    -.4042799   -.4023464
        244  |  -.0046109   .0037423    -1.23   0.218    -.0119549     .002733
        245  |  -1.986751   .0057866  -343.34   0.000    -1.998106   -1.975395
        246  |  -.0062151   .0050442    -1.23   0.218    -.0161139    .0036838
        247  |   -.002105   .0017085    -1.23   0.218    -.0054578    .0012477
        248  |   -1.59094   .0027281  -583.17   0.000    -1.596294   -1.585587
        249  |  -1.980461   .0006817 -2905.25   0.000    -1.981799   -1.979123
        250  |   .5031805   .0044095   114.11   0.000     .4945272    .5118339
        251  |  -1.984344   .0038332  -517.67   0.000    -1.991866   -1.976822
        252  |  -1.758685    .004727  -372.05   0.000    -1.767962   -1.749409
        253  |  -1.968436   .0090777  -216.84   0.000     -1.98625   -1.950622
        254  |  -1.980146   .0004265 -4642.36   0.000    -1.980984   -1.979309
        255  |   .5172124   .0069789    74.11   0.000     .5035169     .530908
        256  |   .0020149   .0016353     1.23   0.218    -.0011942     .005224
        257  |  -.0041401   .0033601    -1.23   0.218    -.0107342    .0024539
        258  |   -1.97963   7.60e-06 -2.6e+05   0.000    -1.979645   -1.979615
        259  |  -.0038405    .003117    -1.23   0.218    -.0099574    .0022764
        260  |  -.0008399   .0006817    -1.23   0.218    -.0021777    .0004978
        261  |  -2.435427    .006798  -358.25   0.000    -2.448767   -2.422086
        263  |  -1.975178    .003606  -547.74   0.000    -1.982254   -1.968101
        264  |   .5111689   .0020739   246.48   0.000      .507099    .5152387
        265  |   .5103544   .0014129   361.21   0.000     .5075817    .5131272
        266  |  -.0015872   .0012881    -1.23   0.218    -.0041151    .0009407
        267  |  -1.758509     .00487  -361.09   0.000    -1.768066   -1.748952
        268  |  -.0040676   .0033013    -1.23   0.218     -.010546    .0024109
        269  |  -.0009375   .0007608    -1.23   0.218    -.0024306    .0005557
        270  |  -.0051092   .0041467    -1.23   0.218    -.0132469    .0030284
        271  |  -.9960255   .0050442  -197.46   0.000    -1.005924   -.9861267
        272  |   .5103544   .0014129   361.21   0.000     .5075817    .5131272
        274  |  -1.975508   .0033378  -591.85   0.000    -1.982059   -1.968958
        275  |   .5133185   .0038186   134.43   0.000     .5058249    .5208122
        276  |   -.404596   .0015338  -263.78   0.000    -.4076061    -.401586
        277  |   .0077711   .0063071     1.23   0.218    -.0046061    .0201483
        278  |  -2.429201   .0026725  -908.97   0.000    -2.434445   -2.423956
        279  |   -1.76241   .0017045 -1034.00   0.000    -1.765754   -1.759065
        280  |  -.0033614   .0027281    -1.23   0.218    -.0087151    .0019924
        281  |  -.0015872   .0012881    -1.23   0.218    -.0041151    .0009407
        282  |  -1.778319    .004286  -414.92   0.000     -1.78673   -1.769908
        283  |   -1.98276    .002548  -778.16   0.000    -1.987761    -1.97776
        284  |  -1.977943   .0013621 -1452.11   0.000    -1.980616    -1.97527
        285  |  -1.974599   .0040762  -484.43   0.000    -1.982598   -1.966599
        286  |  -1.971527   .0065691  -300.12   0.000    -1.984418   -1.958635
        288  |   .0027544   .0022355     1.23   0.218    -.0016326    .0071414
        289  |  -.0051637   .0041909    -1.23   0.218     -.013388    .0030606
        290  |   .0040884   .0033182     1.23   0.218    -.0024233    .0106001
        291  |  -1.983948    .003512  -564.90   0.000     -1.99084   -1.977056
        292  |    .283472   .0022954   123.50   0.000     .2789674    .2879765
        293  |  -1.976415   .0026019  -759.59   0.000    -1.981521   -1.971309
        294  |  -1.585869   .0013875 -1142.98   0.000    -1.588592   -1.583147
        295  |  -.9871891   .0021275  -464.01   0.000    -.9913642    -.983014
        296  |   -1.30133    .004339  -299.92   0.000    -1.309845   -1.292816
        297  |   .0025773   .0020917     1.23   0.218    -.0015276    .0066822
        298  |   .0045175   .0036664     1.23   0.218    -.0026776    .0117125
        299  |   .5156266   .0056918    90.59   0.000     .5044568    .5267965
        300  |  -1.585285   .0018615  -851.62   0.000    -1.588938   -1.581632
        301  |  -1.981808    .001775 -1116.51   0.000    -1.985291   -1.978325
        302  |   .5143437   .0046506   110.60   0.000     .5052172    .5234702
        303  |   -1.59078   .0025979  -612.33   0.000    -1.595878   -1.585682
        304  |   .5098707   .0010203   499.72   0.000     .5078684    .5118731
        305  |   .0008666   .0007033     1.23   0.218    -.0005136    .0022468
        306  |  -.7837142   .0081771   -95.84   0.000    -.7997613   -.7676672
        307  |  -1.439103   .0014661  -981.61   0.000     -1.44198   -1.436226
        308  |  -1.083643   .0032301  -335.48   0.000    -1.089982   -1.077304
        309  |   -1.76098   .0028647  -614.71   0.000    -1.766602   -1.755358
        310  |  -1.981511   .0015338 -1291.86   0.000    -1.984521   -1.978501
        311  |   -3.25172   .0007033 -4623.37   0.000      -3.2531    -3.25034
        312  |  -.0044342   .0035988    -1.23   0.218    -.0114967    .0026283
        313  |  -1.767954   .0027958  -632.36   0.000    -1.773441   -1.762468
        314  |  -1.590202   .0021285  -747.08   0.000    -1.594379   -1.586025
        315  |  -1.979184   .0003547 -5579.48   0.000     -1.97988   -1.978488
        317  |   .0000469   .0000381     1.23   0.218    -.0000278    .0001217
        318  |   .0073653   .0059777     1.23   0.218    -.0043656    .0190962
        319  |   .0066826   .0054236     1.23   0.218    -.0039609     .017326
        320  |  -1.770339   .0047307  -374.22   0.000    -1.779622   -1.761055
        321  |  -1.589436   .0015068 -1054.86   0.000    -1.592392   -1.586479
        322  |   .5079256   .0005584   909.64   0.000     .5068298    .5090214
        323  |  -1.768851   .0035236  -502.00   0.000    -1.775766   -1.761936
        324  |   .0060141   .0048811     1.23   0.218    -.0035647    .0155928
        325  |  -1.976138   .0028269  -699.05   0.000    -1.981685    -1.97059
        326  |   .0037888    .003075     1.23   0.218    -.0022457    .0098233
        327  |   .0000469   .0000381     1.23   0.218    -.0000278    .0001217
        328  |  -.0069607   .0056493    -1.23   0.218    -.0180471    .0041257
        329  |  -1.977295   .0018879 -1047.37   0.000       -1.981    -1.97359
        330  |   .2871272   .0006712   427.75   0.000       .28581    .2884445
        331  |  -1.973891   .0046506  -424.44   0.000    -1.983017   -1.964764
        332  |   .0013895   .0011277     1.23   0.218    -.0008236    .0036026
        333  |  -.2534426   .0001069 -2369.95   0.000    -.2536525   -.2532327
        334  |  -1.972433    .005834  -338.09   0.000    -1.983882   -1.960984
        335  |  -1.985759   .0049821  -398.58   0.000    -1.995536   -1.975982
        336  |  -.0625842   .0048811   -12.82   0.000    -.0721629   -.0530055
        337  |  -1.971433    .006645  -296.68   0.000    -1.984474   -1.958393
        338  |   .0063867   .0051835     1.23   0.218    -.0037855    .0165588
        339  |   .0026435   .0021455     1.23   0.218    -.0015668    .0068538
        340  |   .5109397   .0018879   270.64   0.000     .5072349    .5146445
        341  |  -1.762248   .0018352  -960.25   0.000     -1.76585   -1.758647
        342  |  -1.977219   .0019496 -1014.18   0.000    -1.981045   -1.973393
        343  |  -.0035051   .0028448    -1.23   0.218    -.0090878    .0020776
        344  |  -1.587161   .0003391 -4680.50   0.000    -1.587827   -1.586496
        345  |   .5101778   .0012695   401.86   0.000     .5076864    .5126692
        346  |  -3.255509   .0023717 -1372.65   0.000    -3.260163   -3.250855
        347  |  -1.589436   .0015068 -1054.86   0.000    -1.592392   -1.586479
        348  |  -1.981511   .0015338 -1291.86   0.000    -1.984521   -1.978501
        349  |  -2.756056   .0022187 -1242.22   0.000     -2.76041   -2.751702
        350  |   -1.96928   .0083929  -234.64   0.000     -1.98575   -1.952809
        352  |  -.0015276   .0012398    -1.23   0.218    -.0039607    .0009055
        353  |  -.3992347   .0028174  -141.70   0.000    -.4047637   -.3937057
